Course Number,Course Title,URL
21L.003,Reading Fiction: Imaginary Journeys,https://ocw.aprende.org/courses/literature/21l-003-reading-fiction-imaginary-journeys-fall-2015
21L.003,"Introduction to Fiction
		                               (Fall 2003)",https://ocw.aprende.org/courses/literature/21l-003-introduction-to-fiction-fall-2003
21L.003,"Introduction to Fiction
		                               (Spring 2002)",https://ocw.aprende.org/courses/literature/21l-003-introduction-to-fiction-spring-2002
21L.003-1,Reading Fiction: Dysfunctional Families,https://ocw.aprende.org/courses/literature/21l-003-1-reading-fiction-dysfunctional-families-spring-2007
21L.003-2,"Reading Fiction
		                               (Spring 2007)",https://ocw.aprende.org/courses/literature/21l-003-2-reading-fiction-spring-2007
21L.003-2,"Reading Fiction
		                               (Fall 2006)",https://ocw.aprende.org/courses/literature/21l-003-2-reading-fiction-fall-2006
21L.004,Reading Poetry,https://ocw.aprende.org/courses/literature/21l-004-reading-poetry-spring-2009
21L.004,"Major Poets
		                               (Fall 2005)",https://ocw.aprende.org/courses/literature/21l-004-major-poets-fall-2005
21L.004,"Major Poets
		                               (Fall 2001)",https://ocw.aprende.org/courses/literature/21l-004-major-poets-fall-2001
21L.005,"Introduction to Drama
		                               (Fall 2008)",https://ocw.aprende.org/courses/literature/21l-005-introduction-to-drama-fall-2008
21L.005,"Introduction to Drama
		                               (Fall 2004)",https://ocw.aprende.org/courses/literature/21l-005-introduction-to-drama-fall-2004
21L.006,American Literature,https://ocw.aprende.org/courses/literature/21l-006-american-literature-spring-2013
21L.007,World Literatures: Travel Writing,https://ocw.aprende.org/courses/literature/21l-007-world-literatures-travel-writing-fall-2008
21L.007J,After Columbus,https://ocw.aprende.org/courses/literature/21l-007j-after-columbus-fall-2003
21L.008J,Black Matters: Introduction to Black Studies,https://ocw.aprende.org/courses/music-and-theater-arts/21m-630j-black-matters-introduction-to-black-studies-fall-2009
21L.009,Shakespeare,https://ocw.aprende.org/courses/literature/21l-009-shakespeare-spring-2004
21L.010,Writing with Shakespeare,https://ocw.aprende.org/courses/literature/21l-010-writing-with-shakespeare-fall-2010
21L.011,The Film Experience,https://ocw.aprende.org/courses/literature/21l-011-the-film-experience-fall-2013
21L.012,"Forms of Western Narrative
		                               (Fall 2007)",https://ocw.aprende.org/courses/literature/21l-012-forms-of-western-narrative-fall-2007
21L.012,"Forms of Western Narrative
		                               (Spring 2004)",https://ocw.aprende.org/courses/literature/21l-012-forms-of-western-narrative-spring-2004
21L.013J,"The Supernatural in Music, Literature and Culture",https://ocw.aprende.org/courses/music-and-theater-arts/21m-013j-the-supernatural-in-music-literature-and-culture-fall-2013
21L.014J,Empire: Introduction to Ancient and Medieval Studies,https://ocw.aprende.org/courses/history/21h-007j-empire-introduction-to-ancient-and-medieval-studies-fall-2012
21L.015,"Introduction to Media Studies
		                               (Fall 2005)",https://ocw.aprende.org/courses/literature/21l-015-introduction-to-media-studies-fall-2005
21L.015,"Introduction to Media Studies
		                               (Fall 2003)",https://ocw.aprende.org/courses/literature/21l-015-introduction-to-media-studies-fall-2003
21L.016,"Learning from the Past: Drama, Science, Performance",https://ocw.aprende.org/courses/literature/21l-016-learning-from-the-past-drama-science-performance-spring-2009
21L.017,The Art of the Probable: Literature and Probability,https://ocw.aprende.org/courses/literature/21l-017-the-art-of-the-probable-literature-and-probability-spring-2008
21L.310,Bestsellers: The Memoir,https://ocw.aprende.org/courses/literature/21l-310-bestsellers-the-memoir-spring-2010
21L.310,Bestsellers: Detective Fiction,https://ocw.aprende.org/courses/literature/21l-310-bestsellers-detective-fiction-fall-2006
21L.315,Prizewinners: Nobelistas,https://ocw.aprende.org/courses/literature/21l-315-prizewinners-nobelistas-spring-2014
21L.315,Prizewinners,https://ocw.aprende.org/courses/literature/21l-315-prizewinners-spring-2007
21L.325,"Small Wonders: Media, Modernity, and the Moment: Experiments in Time",https://ocw.aprende.org/courses/literature/21l-325-small-wonders-media-modernity-and-the-moment-experiments-in-time-fall-2010
21L.325,Small Wonders: Staying Alive,https://ocw.aprende.org/courses/literature/21l-325-small-wonders-staying-alive-spring-2007
21L.420,Literary Studies: The Legacy of England,https://ocw.aprende.org/courses/literature/21l-420-literary-studies-the-legacy-of-england-spring-2006
21L.421,Comedy,https://ocw.aprende.org/courses/literature/21l-421-comedy-spring-2008
21L.422,Tragedy,https://ocw.aprende.org/courses/literature/21l-422-tragedy-fall-2002
21L.423J,Introduction to Anglo-American Folk Music,https://ocw.aprende.org/courses/literature/21l-423j-introduction-to-anglo-american-folk-music-fall-2005
21L.430,Popular Culture and Narrative: Use and Abuse of the Fairy Tale,https://ocw.aprende.org/courses/literature/21l-430-popular-culture-and-narrative-use-and-abuse-of-the-fairy-tale-fall-2015
21L.430,Popular Culture and Narrative: Serial Storytelling,https://ocw.aprende.org/courses/literature/21l-430-popular-culture-and-narrative-serial-storytelling-spring-2013
21L.430,"Popular Culture and Narrative: Literature, Comics, and Culture",https://ocw.aprende.org/courses/literature/21l-430-popular-culture-and-narrative-literature-comics-and-culture-fall-2010
21L.432,Understanding Television,https://ocw.aprende.org/courses/literature/21l-432-understanding-television-spring-2003
21L.435,At the Limit: Violence in Contemporary Representation,https://ocw.aprende.org/courses/comparative-media-studies-writing/cms-840-at-the-limit-violence-in-contemporary-representation-fall-2013
21L.435,"Shakespeare, Film and Media",https://ocw.aprende.org/courses/literature/21l-435-shakespeare-film-and-media-fall-2002
21L.448J,"Darwin and Design
		                               (Fall 2010)",https://ocw.aprende.org/courses/literature/21l-448j-darwin-and-design-fall-2010
21L.448J,"Darwin and Design
		                               (Fall 2003)",https://ocw.aprende.org/courses/literature/21l-448j-darwin-and-design-fall-2003
21L.449,End of Nature,https://ocw.aprende.org/courses/literature/21l-449-end-of-nature-spring-2002
21L.450,Literature and Ethical Values,https://ocw.aprende.org/courses/literature/21l-450-literature-and-ethical-values-fall-2002
21L.451,Introduction to Literary Theory,https://ocw.aprende.org/courses/literature/21l-451-introduction-to-literary-theory-fall-2014
21L.455,Classical Literature: The Golden Age of Augustan Rome,https://ocw.aprende.org/courses/literature/21l-455-classical-literature-the-golden-age-of-augustan-rome-fall-2004
21L.458,The Bible,https://ocw.aprende.org/courses/literature/21l-458-the-bible-spring-2007
21L.460,"Medieval Literature: Love, Sex, and Marriage",https://ocw.aprende.org/courses/literature/21l-460-medieval-literature-love-sex-and-marriage-spring-2015
21L.460,Medieval Literature: Legends of Arthur,https://ocw.aprende.org/courses/literature/21l-460-medieval-literature-legends-of-arthur-fall-2013
21L.460,"Medieval Literature: Dante, Boccaccio, Chaucer",https://ocw.aprende.org/courses/literature/21l-460-medieval-literature-dante-boccaccio-chaucer-spring-2005
21L.460,Medieval Literature: Medieval Women Writers,https://ocw.aprende.org/courses/literature/21l-460-medieval-literature-medieval-women-writers-spring-2004
21L.463,Renaissance Literature,https://ocw.aprende.org/courses/literature/21l-463-renaissance-literature-fall-2008
21L.470,Eighteenth-Century Literature: Versions of the Self in 18th-C Britain,https://ocw.aprende.org/courses/literature/21l-470-eighteenth-century-literature-versions-of-the-self-in-18th-c-britain-spring-2003
21L.471,"Major English Novels
		                               (Spring 2009)",https://ocw.aprende.org/courses/literature/21l-471-major-english-novels-spring-2009
21L.471,"Major English Novels
		                               (Spring 2004)",https://ocw.aprende.org/courses/literature/21l-471-major-english-novels-spring-2004
21L.471,Major English Novels: Reading Romantic Fiction,https://ocw.aprende.org/courses/literature/21l-471-major-english-novels-reading-romantic-fiction-spring-2002
21L.472,Major European Novels,https://ocw.aprende.org/courses/literature/21l-472-major-european-novels-fall-2008
21L.476,Romantic Poetry,https://ocw.aprende.org/courses/literature/21l-476-romantic-poetry-spring-2005
21L.481,Victorian Literature and Culture,https://ocw.aprende.org/courses/literature/21l-481-victorian-literature-and-culture-spring-2003
21L.485,Modern Fiction,https://ocw.aprende.org/courses/literature/21l-485-modern-fiction-fall-2015
21L.486,Modern Drama,https://ocw.aprende.org/courses/literature/21l-486-modern-drama-spring-2006
21L.487,Modern Poetry,https://ocw.aprende.org/courses/literature/21l-487-modern-poetry-spring-2002
21L.488,"Contemporary Literature: Literature, Development, and Human Rights",https://ocw.aprende.org/courses/literature/21l-488-contemporary-literature-literature-development-and-human-rights-spring-2008
21L.488,Contemporary Literature: British Novels Now,https://ocw.aprende.org/courses/literature/21l-488-contemporary-literature-british-novels-now-spring-2007
21L.488,Contemporary Literature,https://ocw.aprende.org/courses/literature/21l-488-contemporary-literature-spring-2003
21L.489J,"Interactive and Non-Linear Narrative: Theory and Practice
		                               (Spring 2006)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2006
21L.489J,"Interactive and Non-Linear Narrative: Theory and Practice
		                               (Spring 2004)",https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-interactive-and-non-linear-narrative-theory-and-practice-spring-2004
21L.489J,Theory and Practice of Non-linear and Interactive Narrative,https://ocw.aprende.org/courses/comparative-media-studies-writing/21w-765j-theory-and-practice-of-non-linear-and-interactive-narrative-spring-2003
21L.501,The American Novel: Stranger and Stranger,https://ocw.aprende.org/courses/literature/21l-501-the-american-novel-stranger-and-stranger-spring-2013
21L.501,The American Novel,https://ocw.aprende.org/courses/literature/21l-501-the-american-novel-fall-2006
21L.504J,Race and Identity in American Literature: Keepin' it Real Fake,https://ocw.aprende.org/courses/literature/21l-504j-race-and-identity-in-american-literature-keepin-it-real-fake-spring-2007
21L.512,American Authors: Autobiography and Memoir,https://ocw.aprende.org/courses/literature/21l-512-american-authors-autobiography-and-memoir-fall-2013
21L.512,American Authors: American Women Authors,https://ocw.aprende.org/courses/literature/21l-512-american-authors-american-women-authors-spring-2003
21L.640J,The New Spain:1977-Present,https://ocw.aprende.org/courses/literature/21l-640j-the-new-spain-1977-present-fall-2015
21L.701,Literary Interpretation: Literature and Urban Experience,https://ocw.aprende.org/courses/literature/21l-701-literary-interpretation-literature-and-urban-experience-spring-2009
21L.701,Literary Interpretation: Beyond the Limits of the Lyric,https://ocw.aprende.org/courses/literature/21l-701-literary-interpretation-beyond-the-limits-of-the-lyric-fall-2006
21L.701,Literary Interpretation: Literature and Photography: The Image,https://ocw.aprende.org/courses/literature/21l-701-literary-interpretation-literature-and-photography-the-image-fall-2005
21L.701,Literary Interpretation: Interpreting Poetry,https://ocw.aprende.org/courses/literature/21l-701-literary-interpretation-interpreting-poetry-fall-2003
21L.701,Literary Interpretation: Virginia Woolf's Shakespeare,https://ocw.aprende.org/courses/literature/21l-701-literary-interpretation-virginia-woolfs-shakespeare-spring-2001
21L.702,Studies in Fiction: Rethinking the American Masterpiece,https://ocw.aprende.org/courses/literature/21l-702-studies-in-fiction-rethinking-the-american-masterpiece-fall-2007
21L.702,"Studies in Fiction: Stowe, Twain, and the Transformation of 19th-Century America",https://ocw.aprende.org/courses/literature/21l-702-studies-in-fiction-stowe-twain-and-the-transformation-of-19th-century-america-fall-2004
21L.703,Studies in Drama: Stoppard and Company,https://ocw.aprende.org/courses/literature/21l-703-studies-in-drama-stoppard-and-company-spring-2014
21L.703,Studies in Drama: Too Hot to Handle: Forbidden Plays in Modern America,https://ocw.aprende.org/courses/literature/21l-703-studies-in-drama-too-hot-to-handle-forbidden-plays-in-modern-america-fall-2008
21L.703,Studies in Drama: Theater and Science in a Time of War,https://ocw.aprende.org/courses/literature/21l-703-studies-in-drama-theater-and-science-in-a-time-of-war-spring-2005
21L.703,English Renaissance Drama: Theatre and Society in the Age of Shakespeare,https://ocw.aprende.org/courses/literature/21l-703-english-renaissance-drama-theatre-and-society-in-the-age-of-shakespeare-fall-2003
21L.704,Studies in Poetry: 20th Century Irish Poetry: The Shadow of W. B. Yeats,https://ocw.aprende.org/courses/literature/21l-704-studies-in-poetry-20th-century-irish-poetry-the-shadow-of-w-b-yeats-spring-2008
21L.704,Studies in Poetry: From the Sonneteers to the Metaphysicals,https://ocw.aprende.org/courses/literature/21l-704-studies-in-poetry-from-the-sonneteers-to-the-metaphysicals-spring-2006
21L.704,"Studies in Poetry: ""What's the Use of Beauty?""",https://ocw.aprende.org/courses/literature/21l-704-studies-in-poetry-whats-the-use-of-beauty-fall-2005
21L.704,Studies in Poetry - British Poetry and the Sciences of the Mind,https://ocw.aprende.org/courses/literature/21l-704-studies-in-poetry-british-poetry-and-the-sciences-of-the-mind-fall-2004
21L.704,Studies in Poetry: Gender and Lyric -- Renaissance Men and Women Writing about Love,https://ocw.aprende.org/courses/literature/21l-704-studies-in-poetry-gender-and-lyric-renaissance-men-and-women-writing-about-love-spring-2003
21L.704,"Studies in Poetry: ""Does Poetry Matter""",https://ocw.aprende.org/courses/literature/21l-704-studies-in-poetry-does-poetry-matter-fall-2002
21L.705,Major Authors: Old English and Beowulf,https://ocw.aprende.org/courses/literature/21l-705-major-authors-old-english-and-beowulf-spring-2014
21L.705,Major Authors: America's Literary Scientists,https://ocw.aprende.org/courses/literature/21l-705-major-authors-americas-literary-scientists-fall-2010
21L.705,"Major Authors: Rewriting Genesis: ""Paradise Lost"" and Twentieth-Century Fantasy",https://ocw.aprende.org/courses/literature/21l-705-major-authors-rewriting-genesis-paradise-lost-and-twentieth-century-fantasy-spring-2009
21L.705,Major Authors: John Milton,https://ocw.aprende.org/courses/literature/21l-705-major-authors-john-milton-spring-2008
21L.705,"Major Authors: After the Masterpiece: Novels by Melville, Twain, Faulkner, and Morrison",https://ocw.aprende.org/courses/literature/21l-705-major-authors-after-the-masterpiece-novels-by-melville-twain-faulkner-and-morrison-fall-2006
21L.705,Masterworks in American Short Fiction,https://ocw.aprende.org/courses/literature/21l-705-masterworks-in-american-short-fiction-fall-2005
21L.705,Major Authors: Melville and Morrison,https://ocw.aprende.org/courses/literature/21l-705-major-authors-melville-and-morrison-fall-2003
21L.705,Major Authors: Oscar Wilde and the '90's,https://ocw.aprende.org/courses/literature/21l-705-major-authors-oscar-wilde-and-the-90s-spring-2003
21L.706,Studies in Film,https://ocw.aprende.org/courses/literature/21l-706-studies-in-film-fall-2005
21L.707,"Writing Early American Lives: Gender, Race, Nation, Faith",https://ocw.aprende.org/courses/literature/21l-707-writing-early-american-lives-gender-race-nation-faith-fall-2005
21L.707,Arthurian Literature and Celtic Colonization,https://ocw.aprende.org/courses/literature/21l-707-arthurian-literature-and-celtic-colonization-spring-2005
21L.708,Technologies of Humanism,https://ocw.aprende.org/courses/literature/21l-708-technologies-of-humanism-spring-2003
21L.709,Studies in Literary History: Modernism: From Nietzsche to Fellini,https://ocw.aprende.org/courses/literature/21l-709-studies-in-literary-history-modernism-from-nietzsche-to-fellini-fall-2010
21L.715,Media in Cultural Context: Popular Readerships,https://ocw.aprende.org/courses/literature/21l-715-media-in-cultural-context-popular-readerships-fall-2007
21L.715,Media in Cultural Context,https://ocw.aprende.org/courses/literature/21l-715-media-in-cultural-context-spring-2007
21L.995,"Special Topics in Literature: Milton's ""Paradise Lost""",https://ocw.aprende.org/courses/literature/21l-995-special-topics-in-literature-miltons-paradise-lost-january-iap-2008
21L.430,Popular Narrative: Masterminds,https://ocw.aprende.org/courses/literature/21l-430-popular-narrative-masterminds-fall-2004
3.00,Thermodynamics of Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-00-thermodynamics-of-materials-fall-2002
3.003,Principles of Engineering Practice,https://ocw.aprende.org/courses/materials-science-and-engineering/3-003-principles-of-engineering-practice-spring-2010
3.012,Fundamentals of Materials Science,https://ocw.aprende.org/courses/materials-science-and-engineering/3-012-fundamentals-of-materials-science-fall-2005
3.014,Materials Laboratory,https://ocw.aprende.org/courses/materials-science-and-engineering/3-014-materials-laboratory-fall-2006
3.016,Mathematics for Materials Scientists and Engineers,https://ocw.aprende.org/courses/materials-science-and-engineering/3-016-mathematics-for-materials-scientists-and-engineers-fall-2005
3.021J,Introduction to Modeling and Simulation,https://ocw.aprende.org/courses/materials-science-and-engineering/3-021j-introduction-to-modeling-and-simulation-spring-2012
3.024,"Electronic, Optical and Magnetic Properties of Materials",https://ocw.aprende.org/courses/materials-science-and-engineering/3-024-electronic-optical-and-magnetic-properties-of-materials-spring-2013
3.032,"Mechanical Behavior of Materials
		                               (Fall 2007)",https://ocw.aprende.org/courses/materials-science-and-engineering/3-032-mechanical-behavior-of-materials-fall-2007
3.034,Organic & Biomaterials Chemistry,https://ocw.aprende.org/courses/materials-science-and-engineering/3-034-organic-biomaterials-chemistry-fall-2005
3.042,Materials Project Laboratory,https://ocw.aprende.org/courses/materials-science-and-engineering/3-042-materials-project-laboratory-spring-2008
3.044,Materials Processing,https://ocw.aprende.org/courses/materials-science-and-engineering/3-044-materials-processing-spring-2013
3.051J,Materials for Biomedical Applications,https://ocw.aprende.org/courses/materials-science-and-engineering/3-051j-materials-for-biomedical-applications-spring-2006
3.052,Nanomechanics of Materials and Biomaterials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-052-nanomechanics-of-materials-and-biomaterials-spring-2007
3.053J,"Molecular, Cellular, and Tissue Biomechanics",https://ocw.aprende.org/courses/biological-engineering/20-310j-molecular-cellular-and-tissue-biomechanics-spring-2015
3.054,"Cellular Solids: Structure, Properties and Applications
		                               (Spring 2015)",https://ocw.aprende.org/courses/materials-science-and-engineering/3-054-cellular-solids-structure-properties-and-applications-spring-2015
3.063,Polymer Physics,https://ocw.aprende.org/courses/materials-science-and-engineering/3-063-polymer-physics-spring-2007
3.064,Polymer Engineering,https://ocw.aprende.org/courses/materials-science-and-engineering/3-064-polymer-engineering-fall-2003
3.071,Amorphous Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-071-amorphous-materials-fall-2015
3.080,Economic & Environmental Issues in Materials Selection,https://ocw.aprende.org/courses/materials-science-and-engineering/3-080-economic-environmental-issues-in-materials-selection-fall-2005
3.091SC,Introduction to Solid State Chemistry,https://ocw.aprende.org/courses/materials-science-and-engineering/3-091sc-introduction-to-solid-state-chemistry-fall-2010
3.093,Information Exploration: Becoming a Savvy Scholar,https://ocw.aprende.org/courses/materials-science-and-engineering/3-093-information-exploration-becoming-a-savvy-scholar-fall-2006
3.094,Materials in Human Experience,https://ocw.aprende.org/courses/materials-science-and-engineering/3-094-materials-in-human-experience-spring-2004
3.14,"Physical Metallurgy
		                               (Fall 2009)",https://ocw.aprende.org/courses/materials-science-and-engineering/3-40j-physical-metallurgy-fall-2009
3.15,"Electrical, Optical & Magnetic Materials and Devices",https://ocw.aprende.org/courses/materials-science-and-engineering/3-15-electrical-optical-magnetic-materials-and-devices-fall-2006
3.155J,Micro/Nano Processing Technology,https://ocw.aprende.org/courses/electrical-engineering-and-computer-science/6-152j-micro-nano-processing-technology-fall-2005
3.172,Inventions and Patents,https://ocw.aprende.org/courses/electrical-engineering-and-computer-science/6-901-inventions-and-patents-fall-2005
3.185,Transport Phenomena in Materials Engineering,https://ocw.aprende.org/courses/materials-science-and-engineering/3-185-transport-phenomena-in-materials-engineering-fall-2003
3.986,The Human Past: Introduction to Archaeology,https://ocw.aprende.org/courses/materials-science-and-engineering/3-986-the-human-past-introduction-to-archaeology-fall-2006
3.987,Human Origins and Evolution,https://ocw.aprende.org/courses/materials-science-and-engineering/3-987-human-origins-and-evolution-spring-2006
3.A04,Modern Blacksmithing and Physical Metallurgy,https://ocw.aprende.org/courses/materials-science-and-engineering/3-a04-modern-blacksmithing-and-physical-metallurgy-fall-2008
3.A08,Attraction and Repulsion: The Magic of Magnets,https://ocw.aprende.org/courses/materials-science-and-engineering/3-a08-attraction-and-repulsion-the-magic-of-magnets-fall-2005
3.A26,Freshman Seminar: The Nature of Engineering,https://ocw.aprende.org/courses/materials-science-and-engineering/3-a26-freshman-seminar-the-nature-of-engineering-fall-2005
3.A27,Case Studies in Forensic Metallurgy,https://ocw.aprende.org/courses/materials-science-and-engineering/3-a27-case-studies-in-forensic-metallurgy-fall-2007
3.11,Mechanics of Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-11-mechanics-of-materials-fall-1999
3.20,Materials at Equilibrium (SMA 5111),https://ocw.aprende.org/courses/materials-science-and-engineering/3-20-materials-at-equilibrium-sma-5111-fall-2003
3.205,Thermodynamics and Kinetics of Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-205-thermodynamics-and-kinetics-of-materials-fall-2006
3.21,Kinetic Processes in Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-21-kinetic-processes-in-materials-spring-2006
3.22,"Mechanical Behavior of Materials
		                               (Spring 2008)",https://ocw.aprende.org/courses/materials-science-and-engineering/3-22-mechanical-behavior-of-materials-spring-2008
3.225,Electronic and Mechanical Properties of Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-225-electronic-and-mechanical-properties-of-materials-fall-2007
3.23,"Electrical, Optical, and Magnetic Properties of Materials",https://ocw.aprende.org/courses/materials-science-and-engineering/3-23-electrical-optical-and-magnetic-properties-of-materials-fall-2007
3.320,Atomistic Computer Modeling of Materials (SMA 5107),https://ocw.aprende.org/courses/materials-science-and-engineering/3-320-atomistic-computer-modeling-of-materials-sma-5107-spring-2005
3.35,Fracture and Fatigue,https://ocw.aprende.org/courses/materials-science-and-engineering/3-35-fracture-and-fatigue-fall-2003
3.36,"Cellular Solids: Structure, Properties and Applications
		                               (Spring 2015)",https://ocw.aprende.org/courses/materials-science-and-engineering/3-054-cellular-solids-structure-properties-and-applications-spring-2015
3.37,Welding and Joining Processes,https://ocw.aprende.org/courses/materials-science-and-engineering/3-37-welding-and-joining-processes-fall-2002
3.40J,"Physical Metallurgy
		                               (Fall 2009)",https://ocw.aprende.org/courses/materials-science-and-engineering/3-40j-physical-metallurgy-fall-2009
3.43J,Integrated Microelectronic Devices,https://ocw.aprende.org/courses/electrical-engineering-and-computer-science/6-720j-integrated-microelectronic-devices-spring-2007
3.45,Magnetic Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-45-magnetic-materials-spring-2004
3.46,Photonic Materials and Devices,https://ocw.aprende.org/courses/materials-science-and-engineering/3-46-photonic-materials-and-devices-spring-2006
3.53,Electrochemical Processing of Materials,https://ocw.aprende.org/courses/materials-science-and-engineering/3-53-electrochemical-processing-of-materials-spring-2001
3.56,Engineering Systems Analysis for Design,https://ocw.aprende.org/courses/engineering-systems-division/esd-71-engineering-systems-analysis-for-design-fall-2008
3.560J,Systems Perspectives on Industrial Ecology,https://ocw.aprende.org/courses/engineering-systems-division/esd-123j-systems-perspectives-on-industrial-ecology-spring-2006
3.577,Engineering Risk-Benefit Analysis,https://ocw.aprende.org/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007
3.60,"Symmetry, Structure, and Tensor Properties of Materials",https://ocw.aprende.org/courses/materials-science-and-engineering/3-60-symmetry-structure-and-tensor-properties-of-materials-fall-2005
3.80J,Proseminar in Manufacturing,https://ocw.aprende.org/courses/sloan-school-of-management/15-792j-proseminar-in-manufacturing-fall-2005
3.83J,System Optimization and Analysis for Manufacturing,https://ocw.aprende.org/courses/sloan-school-of-management/15-066j-system-optimization-and-analysis-for-manufacturing-summer-2003
3.91,Mechanical Behavior of Plastics,https://ocw.aprende.org/courses/materials-science-and-engineering/3-91-mechanical-behavior-of-plastics-spring-2007
3.96J,Biomaterials-Tissue Interactions,https://ocw.aprende.org/courses/biological-engineering/20-441j-biomaterials-tissue-interactions-fall-2009
3.961J,Design of Medical Devices and Implants,https://ocw.aprende.org/courses/mechanical-engineering/2-782j-design-of-medical-devices-and-implants-spring-2006
3.962J,Molecular Principles of Biomaterials,https://ocw.aprende.org/courses/biological-engineering/20-462j-molecular-principles-of-biomaterials-spring-2006
3.97J,Cell-Matrix Mechanics,https://ocw.aprende.org/courses/mechanical-engineering/2-785j-cell-matrix-mechanics-fall-2014
18.01SC,"Single Variable Calculus
		                               (Fall 2010)",https://ocw.aprende.org/courses/mathematics/18-01sc-single-variable-calculus-fall-2010
18.01,"Single Variable Calculus
		                               (Fall 2006)",https://ocw.aprende.org/courses/mathematics/18-01-single-variable-calculus-fall-2006
18.01,"Single Variable Calculus
		                               (Fall 2005)",https://ocw.aprende.org/courses/mathematics/18-01-single-variable-calculus-fall-2005
18.013A,Calculus with Applications,https://ocw.aprende.org/courses/mathematics/18-013a-calculus-with-applications-spring-2005
18.014,Calculus with Theory,https://ocw.aprende.org/courses/mathematics/18-014-calculus-with-theory-fall-2010
18.02SC,"Multivariable Calculus
		                               (Fall 2010)",https://ocw.aprende.org/courses/mathematics/18-02sc-multivariable-calculus-fall-2010
18.02,"Multivariable Calculus
		                               (Fall 2007)",https://ocw.aprende.org/courses/mathematics/18-02-multivariable-calculus-fall-2007
18.02,"Multivariable Calculus
		                               (Spring 2006)",https://ocw.aprende.org/courses/mathematics/18-02-multivariable-calculus-spring-2006
18.022,Calculus of Several Variables,https://ocw.aprende.org/courses/mathematics/18-022-calculus-of-several-variables-fall-2010
18.024,Multivariable Calculus with Theory,https://ocw.aprende.org/courses/mathematics/18-024-multivariable-calculus-with-theory-spring-2011
18.03SC,"Differential Equations
		                               (Fall 2011)",https://ocw.aprende.org/courses/mathematics/18-03sc-differential-equations-fall-2011
18.03,"Differential Equations
		                               (Spring 2010)",https://ocw.aprende.org/courses/mathematics/18-03-differential-equations-spring-2010
18.034,"Honors Differential Equations
		                               (Spring 2009)",https://ocw.aprende.org/courses/mathematics/18-034-honors-differential-equations-spring-2009
18.034,"Honors Differential Equations
		                               (Spring 2004)",https://ocw.aprende.org/courses/mathematics/18-034-honors-differential-equations-spring-2004
18.04,"Complex Variables with Applications
		                               (Fall 2003)",https://ocw.aprende.org/courses/mathematics/18-04-complex-variables-with-applications-fall-2003
18.04,"Complex Variables with Applications
		                               (Fall 1999)",https://ocw.aprende.org/courses/mathematics/18-04-complex-variables-with-applications-fall-1999
18.05,Introduction to Probability and Statistics,https://ocw.aprende.org/courses/mathematics/18-05-introduction-to-probability-and-statistics-spring-2014
18.06SC,"Linear Algebra
		                               (Fall 2011)",https://ocw.aprende.org/courses/mathematics/18-06sc-linear-algebra-fall-2011
18.06,"Linear Algebra
		                               (Spring 2010)",https://ocw.aprende.org/courses/mathematics/18-06-linear-algebra-spring-2010
18.062J,"Mathematics for Computer Science
		                               (Fall 2010)",https://ocw.aprende.org/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-fall-2010
18.062J,"Mathematics for Computer Science
		                               (Fall 2005)",https://ocw.aprende.org/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-fall-2005
18.062J,"Mathematics for Computer Science
		                               (Spring 2015)",https://ocw.aprende.org/courses/electrical-engineering-and-computer-science/6-042j-mathematics-for-computer-science-spring-2015
18.06CI,Linear Algebra - Communications Intensive,https://ocw.aprende.org/courses/mathematics/18-06ci-linear-algebra-communications-intensive-spring-2004
18.091,Mathematical Exposition,https://ocw.aprende.org/courses/mathematics/18-091-mathematical-exposition-spring-2005
18.098,Street-Fighting Mathematics,https://ocw.aprende.org/courses/mathematics/18-098-street-fighting-mathematics-january-iap-2008
18.100A,Introduction to Analysis,https://ocw.aprende.org/courses/mathematics/18-100a-introduction-to-analysis-fall-2012
18.100B,Analysis I,https://ocw.aprende.org/courses/mathematics/18-100b-analysis-i-fall-2010
18.100C,Real Analysis,https://ocw.aprende.org/courses/mathematics/18-100c-real-analysis-fall-2012
18.101,Analysis II,https://ocw.aprende.org/courses/mathematics/18-101-analysis-ii-fall-2005
18.102,Introduction to Functional Analysis,https://ocw.aprende.org/courses/mathematics/18-102-introduction-to-functional-analysis-spring-2009
18.103,Fourier Analysis,https://ocw.aprende.org/courses/mathematics/18-103-fourier-analysis-fall-2013
18.104,Seminar in Analysis: Applications to Number Theory,https://ocw.aprende.org/courses/mathematics/18-104-seminar-in-analysis-applications-to-number-theory-fall-2006
